# time x y z qx qy qz qw
1551196596.590329170 0.199956488 -0.000916768 0.000000000 0.000000000 0.000000000 -0.007326320 0.999973162
1551196596.742965698 0.279064886 -0.002301630 0.000000000 0.000000000 0.000000000 -0.011086812 0.999938539
1551196596.893634319 0.382982579 -0.004993688 0.000000000 0.000000000 0.000000000 -0.015645887 0.999877596
1551196597.055347443 0.487553828 -0.008638992 0.000000000 0.000000000 0.000000000 -0.020084096 0.999798294
1551196597.207133293 0.593495532 -0.013279198 0.000000000 0.000000000 0.000000000 -0.024543750 0.999698757
1551196597.365984440 0.699744185 -0.018861502 0.000000000 0.000000000 0.000000000 -0.028758687 0.999586383
1551196597.507539749 0.781255686 -0.023744810 0.000000000 0.000000000 0.000000000 -0.031746197 0.999495962
1551196597.669899940 0.890737186 -0.031046491 0.000000000 0.000000000 0.000000000 -0.035550295 0.999367888
1551196597.808599472 1.004052795 -0.039428065 0.000000000 0.000000000 0.000000000 -0.038879657 0.999243900
1551196597.950538397 1.097485197 -0.046882325 0.000000000 0.000000000 0.000000000 -0.041320907 0.999145927
1551196598.072021961 1.156945621 -0.051862658 0.000000000 0.000000000 0.000000000 -0.042616558 0.999091502
1551196598.226480722 1.262201216 -0.061041077 0.000000000 0.000000000 0.000000000 -0.044518003 0.999008582
1551196598.338467598 1.339156731 -0.067975453 0.000000000 0.000000000 0.000000000 -0.045608007 0.998959413
1551196598.459914207 1.414811096 -0.074937952 0.000000000 0.000000000 0.000000000 -0.046269774 0.998928980
1551196598.704908848 1.553111474 -0.087902328 0.000000000 0.000000000 0.000000000 -0.047278187 0.998881761
1551196598.972664356 1.721975330 -0.104099352 0.000000000 0.000000000 0.000000000 -0.048459010 0.998825172
1551196599.145077944 1.836723165 -0.115347404 0.000000000 0.000000000 0.000000000 -0.049362157 0.998780946
1551196599.306470156 1.914804683 -0.123126088 0.000000000 0.000000000 0.000000000 -0.050139835 0.998742207
1551196599.867163181 2.011359364 -0.132932783 0.000000000 0.000000000 0.000000000 -0.051262673 0.998685205
1551196599.978559971 2.107204798 -0.142895471 0.000000000 0.000000000 0.000000000 -0.052448786 0.998623615
1551196600.079597950 2.180854891 -0.150703114 0.000000000 0.000000000 0.000000000 -0.053413002 0.998572507
1551196600.182179213 2.263613253 -0.159641904 0.000000000 0.000000000 0.000000000 -0.054378929 0.998520371
1551196600.285829544 2.340271831 -0.168069310 0.000000000 0.000000000 0.000000000 -0.055223235 0.998474033
1551196600.386981010 2.441465399 -0.179393893 0.000000000 0.000000000 0.000000000 -0.056373896 0.998409727
1551196600.488513708 2.531568667 -0.189676016 0.000000000 0.000000000 0.000000000 -0.057439493 0.998348989
1551196600.589176893 2.626004292 -0.200653955 0.000000000 0.000000000 0.000000000 -0.058445422 0.998290605
1551196600.690757036 2.719357616 -0.211697544 0.000000000 0.000000000 0.000000000 -0.059433503 0.998232267
1551196600.831314087 2.810887204 -0.222688356 0.000000000 0.000000000 0.000000000 -0.060232143 0.998184396
1551196600.962987423 2.878660849 -0.230932801 0.000000000 0.000000000 0.000000000 -0.060808015 0.998149480
1551196601.064402342 2.934668414 -0.237799251 0.000000000 0.000000000 0.000000000 -0.061228849 0.998123754
1551196601.286725283 3.053255691 -0.252476106 0.000000000 0.000000000 0.000000000 -0.061920229 0.998081102
1551196601.439580917 3.136233423 -0.262833703 0.000000000 0.000000000 0.000000000 -0.062223636 0.998062232
1551196601.930582523 3.215938854 -0.272828935 0.000000000 0.000000000 0.000000000 -0.062460194 0.998047456
1551196602.032048464 3.290915783 -0.282253336 0.000000000 0.000000000 0.000000000 -0.062571303 0.998040496
1551196602.133476496 3.352343677 -0.289989198 0.000000000 0.000000000 0.000000000 -0.062699202 0.998032469
1551196602.234509945 3.413490964 -0.297710776 0.000000000 0.000000000 0.000000000 -0.062859315 0.998022398
1551196602.336514473 3.484255342 -0.306666157 0.000000000 0.000000000 0.000000000 -0.062975354 0.998015082
1551196602.437679529 3.545801410 -0.314468000 0.000000000 0.000000000 0.000000000 -0.062965306 0.998015716
1551196602.538938046 3.603285886 -0.321747210 0.000000000 0.000000000 0.000000000 -0.062890278 0.998020447
1551196602.641273260 3.666729657 -0.329761398 0.000000000 0.000000000 0.000000000 -0.062526777 0.998043287
1551196602.742806435 3.745837728 -0.339647828 0.000000000 0.000000000 0.000000000 -0.061435143 0.998111078
1551196602.858411551 3.807211586 -0.347180548 0.000000000 0.000000000 0.000000000 -0.060248663 0.998183399
1551196603.010329247 3.895424041 -0.357729489 0.000000000 0.000000000 0.000000000 -0.058291949 0.998299579
1551196603.212986469 3.982922796 -0.367852459 0.000000000 0.000000000 0.000000000 -0.056465870 0.998404530
1551196603.447296858 4.122380291 -0.383279597 0.000000000 0.000000000 0.000000000 -0.053293872 0.998578872
1551196603.630565882 4.243231804 -0.395933270 0.000000000 0.000000000 0.000000000 -0.050492223 0.998724454
1551196603.784154415 4.326716316 -0.404279857 0.000000000 0.000000000 0.000000000 -0.048562766 0.998820133
1551196603.926160097 4.410866804 -0.412355192 0.000000000 0.000000000 0.000000000 -0.046559507 0.998915518
1551196604.049377680 4.512320205 -0.421635019 0.000000000 0.000000000 0.000000000 -0.044137637 0.999025460
1551196604.203661203 4.603856640 -0.429576589 0.000000000 0.000000000 0.000000000 -0.041841104 0.999124278
1551196604.745214224 4.690850086 -0.436734854 0.000000000 0.000000000 0.000000000 -0.039802856 0.999207552
1551196604.847029924 4.806929764 -0.445753847 0.000000000 0.000000000 0.000000000 -0.037149430 0.999309722
1551196604.949010372 4.850751962 -0.448995180 0.000000000 0.000000000 0.000000000 -0.036183277 0.999345171
1551196605.050558329 5.039735529 -0.462130627 0.000000000 0.000000000 0.000000000 -0.032940770 0.999457306
1551196605.156957626 5.129260505 -0.467959898 0.000000000 0.000000000 0.000000000 -0.031871184 0.999491985
1551196605.258147717 5.248066810 -0.475440021 0.000000000 0.000000000 0.000000000 -0.030880724 0.999523077
1551196605.359532833 5.384445092 -0.483815746 0.000000000 0.000000000 0.000000000 -0.030438532 0.999536641
1551196605.460912228 5.523489083 -0.492241700 0.000000000 0.000000000 0.000000000 -0.030030597 0.999548980
1551196605.572300196 5.596401303 -0.496620309 0.000000000 0.000000000 0.000000000 -0.029881373 0.999553452
1551196605.715662479 5.712991068 -0.503572529 0.000000000 0.000000000 0.000000000 -0.029637687 0.999560707
1551196605.826788902 5.772130436 -0.507077243 0.000000000 0.000000000 0.000000000 -0.029476378 0.999565477
1551196605.959074259 5.866732569 -0.512641589 0.000000000 0.000000000 0.000000000 -0.029234543 0.999572579
1551196606.100664616 5.990802073 -0.519870639 0.000000000 0.000000000 0.000000000 -0.028844737 0.999583904
1551196606.213699579 6.034499890 -0.522390006 0.000000000 0.000000000 0.000000000 -0.028684290 0.999588521
1551196606.721157074 6.123054216 -0.527469723 0.000000000 0.000000000 0.000000000 -0.028542181 0.999592589
1551196606.822580576 6.264143117 -0.535531821 0.000000000 0.000000000 0.000000000 -0.028528547 0.999592978
1551196606.924073219 6.404971468 -0.543581031 0.000000000 0.000000000 0.000000000 -0.028621434 0.999590323
1551196607.025296211 6.524971182 -0.550473854 0.000000000 0.000000000 0.000000000 -0.028757696 0.999586412
1551196607.132826805 6.637471001 -0.556959015 0.000000000 0.000000000 0.000000000 -0.028842048 0.999583982
1551196607.234884739 6.755361270 -0.563802059 0.000000000 0.000000000 0.000000000 -0.029118303 0.999575972
1551196607.335728645 6.853941736 -0.569562109 0.000000000 0.000000000 0.000000000 -0.029244938 0.999572275
1551196607.457308054 6.974605101 -0.576648535 0.000000000 0.000000000 0.000000000 -0.029515650 0.999564318
1551196607.583046675 7.090382336 -0.583514582 0.000000000 0.000000000 0.000000000 -0.029770099 0.999556772
