# time x y z qx qy qz qw
1551197579.135307789 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.165488482 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.196113348 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.227965832 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.258296728 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.298666477 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.328952074 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.369824171 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.400642157 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.432860136 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.463083506 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.503407001 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.523571968 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.553816080 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.584242344 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.740215302 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.740215302 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.740215302 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.760381460 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.760381460 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.780570745 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.810776472 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.851123571 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.881485701 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.911747694 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.942738056 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197579.973123312 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197580.003618479 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197580.033970833 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197580.074326992 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
1551197580.096046209 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 1.000000000
