# time x y z qx qy qz qw
1551192344.285450697 0.006651753 0.010761226 0.000000000 0.000000000 0.000000000 -0.000930864 0.999999567
1551192344.396529913 -0.006420747 0.004332576 0.000000000 0.000000000 0.000000000 0.004807197 0.999988445
1551192344.457385540 -0.002795779 -0.003793967 0.000000000 0.000000000 0.000000000 0.001485347 0.999998897
1551192344.578440428 -0.001124026 0.000460796 0.000000000 0.000000000 0.000000000 0.001746651 0.999998475
1551192344.740668774 0.004939270 0.001162932 0.000000000 0.000000000 0.000000000 -0.001693702 0.999998566
1551192344.895918131 0.002983015 -0.003016450 0.000000000 0.000000000 0.000000000 0.002099075 0.999997797
1551192345.029684305 0.001793335 0.003189705 0.000000000 0.000000000 0.000000000 0.000389433 0.999999924
1551192345.193140745 -0.006354485 0.002512493 0.000000000 0.000000000 0.000000000 0.003253415 0.999994708
1551192345.397492647 0.009328989 0.001287554 0.000000000 0.000000000 0.000000000 -0.008298371 0.999965568
1551192345.569633484 0.002381184 0.000984814 0.000000000 0.000000000 0.000000000 -0.002534317 0.999996789
1551192345.731432438 0.008649346 -0.001237097 0.000000000 0.000000000 0.000000000 0.002283534 0.999997393
1551192345.894142866 0.002202458 -0.001261414 0.000000000 0.000000000 0.000000000 -0.007785010 0.999969696
1551192346.035915136 -0.000513076 -0.001127673 0.000000000 0.000000000 0.000000000 0.001526818 0.999998834
1551192346.126515150 0.007148416 -0.002832253 0.000000000 0.000000000 0.000000000 -0.006453074 0.999979179
1551192346.280390978 0.001844399 0.003145935 0.000000000 0.000000000 0.000000000 -0.000223144 0.999999975
1551192346.441843748 0.009285220 -0.003271772 0.000000000 0.000000000 0.000000000 -0.001546254 0.999998805
1551192346.624469280 -0.003694270 0.002108840 0.000000000 0.000000000 0.000000000 0.001679021 0.999998590
1551192346.777691126 0.001062627 -0.007422583 0.000000000 0.000000000 0.000000000 -0.002083042 0.999997830
1551192346.950653076 -0.001119163 0.003626792 0.000000000 0.000000000 0.000000000 0.000967059 0.999999532
1551192347.154804707 -0.001815489 0.005022425 0.000000000 0.000000000 0.000000000 0.001086305 0.999999410
1551192347.286301613 -0.006592190 0.002684886 0.000000000 0.000000000 0.000000000 0.005464536 0.999985069
1551192347.418325901 -0.001179218 0.004818182 0.000000000 0.000000000 0.000000000 0.001749982 0.999998469
1551192347.550390482 -0.005367419 0.004973002 0.000000000 0.000000000 0.000000000 -0.001393228 0.999999029
1551192347.682203054 -0.003961189 0.005848074 0.000000000 0.000000000 0.000000000 0.000751639 0.999999718
1551192347.874364614 -0.005664062 0.006849658 0.000000000 0.000000000 0.000000000 0.005359922 0.999985636
1551192348.026035309 0.004137374 -0.005337735 0.000000000 0.000000000 0.000000000 0.000565943 0.999999840
1551192348.218487024 0.015321266 -0.000256826 0.000000000 0.000000000 0.000000000 -0.003993034 0.999992028
1551192348.370090723 0.000261352 -0.003059544 0.000000000 0.000000000 0.000000000 -0.001284098 0.999999176
1551192348.531896114 -0.002508141 0.003774194 0.000000000 0.000000000 0.000000000 0.008160113 0.999966706
1551192348.642961025 0.005695862 0.000050385 0.000000000 0.000000000 0.000000000 0.005556813 0.999984561
1551192348.835950375 -0.002041120 -0.000835841 0.000000000 0.000000000 0.000000000 0.004828682 0.999988342
1551192348.997529268 -0.000006486 0.006684696 0.000000000 0.000000000 0.000000000 0.007623108 0.999970944
1551192349.129754066 -0.005841382 0.000345422 0.000000000 0.000000000 0.000000000 0.001115779 0.999999378
1551192349.262264729 -0.000772575 0.010525503 0.000000000 0.000000000 0.000000000 0.002851829 0.999995934
1551192349.385050774 0.008454480 -0.003870874 0.000000000 0.000000000 0.000000000 -0.001694715 0.999998564
1551192349.567188263 0.015062043 0.002721945 0.000000000 0.000000000 0.000000000 0.005180379 0.999986582
1551192349.729000568 0.014260312 -0.004935561 0.000000000 0.000000000 0.000000000 -0.000457477 0.999999895
1551192349.871080637 -0.002723748 -0.001230601 0.000000000 0.000000000 0.000000000 0.005467975 0.999985051
