# time x y z qx qy qz qw
1551196596.624656200 0.022528170 0.000000000 0.000000000 0.000000000 0.000000000 -0.001082513 0.999999414
1551196596.655105352 0.042219602 -0.000042633 0.000000000 0.000000000 0.000000000 -0.002028718 0.999997942
1551196596.685594797 0.061937005 -0.000122635 0.000000000 0.000000000 0.000000000 -0.002976174 0.999995571
1551196596.715814829 0.081479978 -0.000238963 0.000000000 0.000000000 0.000000000 -0.003874308 0.999992495
1551196596.746074677 0.101048555 -0.000390596 0.000000000 0.000000000 0.000000000 -0.004771205 0.999988618
1551196596.776403427 0.120661257 -0.000577755 0.000000000 0.000000000 0.000000000 -0.005667708 0.999983938
1551196596.813064098 0.144368247 -0.000846496 0.000000000 0.000000000 0.000000000 -0.006701519 0.999977545
1551196596.843433142 0.164006180 -0.001109722 0.000000000 0.000000000 0.000000000 -0.007528751 0.999971659
1551196596.873701096 0.183578405 -0.001404456 0.000000000 0.000000000 0.000000000 -0.008353229 0.999965111
1551196596.903958797 0.203143249 -0.001731349 0.000000000 0.000000000 0.000000000 -0.009206458 0.999957620
1551196596.934165478 0.222674644 -0.002091025 0.000000000 0.000000000 0.000000000 -0.010026833 0.999949730
1551196596.974927664 0.249030391 -0.002619634 0.000000000 0.000000000 0.000000000 -0.011127354 0.999938089
1551196597.005147934 0.268568985 -0.003054541 0.000000000 0.000000000 0.000000000 -0.011957750 0.999928504
1551196597.044163704 0.293793290 -0.003657922 0.000000000 0.000000000 0.000000000 -0.013029818 0.999915108
1551196597.065261126 0.307615461 -0.004018215 0.000000000 0.000000000 0.000000000 -0.013634838 0.999907041
1551196597.105632067 0.334064087 -0.004739661 0.000000000 0.000000000 0.000000000 -0.014734435 0.999891442
1551196597.135889053 0.353885343 -0.005323962 0.000000000 0.000000000 0.000000000 -0.015582743 0.999878582
1551196597.166074038 0.373658499 -0.005940426 0.000000000 0.000000000 0.000000000 -0.016397636 0.999865550
1551196597.196330309 0.393477205 -0.006590648 0.000000000 0.000000000 0.000000000 -0.017216858 0.999851779
1551196597.226788044 0.413690993 -0.007286994 0.000000000 0.000000000 0.000000000 -0.018036651 0.999837326
