# time x y z qx qy qz qw
1551192343.714409351 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000014532 1.000000000
1551192343.745384693 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000029246 1.000000000
1551192343.776315928 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000110749 0.999999994
1551192343.806751251 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000091271 0.999999996
1551192343.837096691 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000081560 0.999999997
1551192343.867317438 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000069472 0.999999998
1551192343.907701969 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000011318 1.000000000
1551192343.938156128 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 -0.000016038 1.000000000
1551192343.968567133 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000000992 1.000000000
1551192343.998795271 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000025174 1.000000000
1551192344.028963089 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000042068 0.999999999
1551192344.059707165 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000059285 0.999999998
1551192344.100092173 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000094824 0.999999996
1551192344.132530928 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000040489 0.999999999
1551192344.162743330 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000050157 0.999999999
1551192344.192974806 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000079179 0.999999997
1551192344.223187447 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000098515 0.999999995
1551192344.363303900 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000020750 1.000000000
1551192344.363303900 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000020750 1.000000000
1551192344.363303900 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000020750 1.000000000
1551192344.363303900 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000020750 1.000000000
1551192344.383453131 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000025586 1.000000000
1551192344.433889627 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000037691 0.999999999
1551192344.444583178 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000053090 0.999999999
1551192344.474863529 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000065202 0.999999998
1551192344.515351772 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000081397 0.999999997
1551192344.545977354 0.000000000 0.000000000 0.000000000 0.000000000 0.000000000 0.000093647 0.999999996
